Statistic,Year,Area of Residence,Age Group of Mother,UNIT,VALUE
Births,2017,Rest of Co Tipperary,Age not stated,Number,
Births,2017,Rest of Co Tipperary,All ages,Number,
Births,2017,Rest of South Tipperary,Under 20 years,Number,10
Births,2017,Rest of South Tipperary,20 - 24 years,Number,68
Births,2017,Rest of South Tipperary,25 - 29 years,Number,142
Births,2017,Rest of South Tipperary,30 - 34 years,Number,227
Births,2017,Rest of South Tipperary,35 - 39 years,Number,188
Births,2017,Rest of South Tipperary,40 - 44 years,Number,27
Births,2017,Rest of South Tipperary,45 years and over,Number,6
Births,2017,Rest of South Tipperary,Age not stated,Number,
Births,2017,Rest of South Tipperary,All ages,Number,668
Births,2017,Connacht,Under 20 years,Number,80
Births,2017,Connacht,20 - 24 years,Number,451
Births,2017,Connacht,25 - 29 years,Number,1042
Births,2017,Connacht,30 - 34 years,Number,2316
Births,2017,Connacht,35 - 39 years,Number,2259
Births,2017,Connacht,40 - 44 years,Number,546
Births,2017,Connacht,45 years and over,Number,39
Births,2017,Connacht,Age not stated,Number,
Births,2017,Connacht,All ages,Number,6733
Births,2017,Galway City,Under 20 years,Number,9
Births,2017,Galway City,20 - 24 years,Number,58
Births,2017,Galway City,25 - 29 years,Number,150
Births,2017,Galway City,30 - 34 years,Number,295
Births,2017,Galway City,35 - 39 years,Number,302
Births,2017,Galway City,40 - 44 years,Number,86
Births,2017,Galway City,45 years and over,Number,5
Births,2017,Galway City,Age not stated,Number,
Births,2017,Galway City,All ages,Number,905
Births,2017,Leitrim,Under 20 years,Number,4
Births,2017,Leitrim,20 - 24 years,Number,27
Births,2017,Leitrim,25 - 29 years,Number,55
Births,2017,Leitrim,30 - 34 years,Number,151
Births,2017,Leitrim,35 - 39 years,Number,138
Births,2017,Leitrim,40 - 44 years,Number,22
Births,2017,Leitrim,45 years and over,Number,2
Births,2017,Leitrim,Age not stated,Number,
Births,2017,Leitrim,All ages,Number,399
Births,2017,Mayo,Under 20 years,Number,16
Births,2017,Mayo,20 - 24 years,Number,99
Births,2017,Mayo,25 - 29 years,Number,248
Births,2017,Mayo,30 - 34 years,Number,552
Births,2017,Mayo,35 - 39 years,Number,453
Births,2017,Mayo,40 - 44 years,Number,119
Births,2017,Mayo,45 years and over,Number,10
Births,2017,Mayo,Age not stated,Number,
Births,2017,Mayo,All ages,Number,1497
Births,2017,Ballina Town,Under 20 years,Number,4
Births,2017,Ballina Town,20 - 24 years,Number,18
Births,2017,Ballina Town,25 - 29 years,Number,38
Births,2017,Ballina Town,30 - 34 years,Number,54
Births,2017,Ballina Town,35 - 39 years,Number,44
Births,2017,Ballina Town,40 - 44 years,Number,11
Births,2017,Ballina Town,45 years and over,Number,
Births,2017,Ballina Town,Age not stated,Number,
Births,2017,Ballina Town,All ages,Number,169
Births,2017,Castlebar Town,Under 20 years,Number,4
Births,2017,Castlebar Town,20 - 24 years,Number,9
Births,2017,Castlebar Town,25 - 29 years,Number,36
Births,2017,Castlebar Town,30 - 34 years,Number,53
Births,2017,Castlebar Town,35 - 39 years,Number,39
Births,2017,Castlebar Town,40 - 44 years,Number,10
Births,2017,Castlebar Town,45 years and over,Number,1
Births,2017,Castlebar Town,Age not stated,Number,
Births,2017,Castlebar Town,All ages,Number,152
Births,2017,Westport Town,Under 20 years,Number,
Births,2017,Westport Town,20 - 24 years,Number,5
Births,2017,Westport Town,25 - 29 years,Number,15
Births,2017,Westport Town,30 - 34 years,Number,25
Births,2017,Westport Town,35 - 39 years,Number,25
Births,2017,Westport Town,40 - 44 years,Number,8
Births,2017,Westport Town,45 years and over,Number,2
Births,2017,Westport Town,Age not stated,Number,
Births,2017,Westport Town,All ages,Number,80
Births,2017,Rest of Co. Mayo,Under 20 years,Number,8
Births,2017,Rest of Co. Mayo,20 - 24 years,Number,67
Births,2017,Rest of Co. Mayo,25 - 29 years,Number,159
Births,2017,Rest of Co. Mayo,30 - 34 years,Number,420
Births,2017,Rest of Co. Mayo,35 - 39 years,Number,345
Births,2017,Rest of Co. Mayo,40 - 44 years,Number,90
Births,2017,Rest of Co. Mayo,45 years and over,Number,7
Births,2017,Rest of Co. Mayo,Age not stated,Number,
Births,2017,Rest of Co. Mayo,All ages,Number,1096
Births,2017,Roscommon,Under 20 years,Number,16
Births,2017,Roscommon,20 - 24 years,Number,54
Births,2017,Roscommon,25 - 29 years,Number,123
Births,2017,Roscommon,30 - 34 years,Number,271
Births,2017,Roscommon,35 - 39 years,Number,248
Births,2017,Roscommon,40 - 44 years,Number,48
Births,2017,Roscommon,45 years and over,Number,3
Births,2017,Roscommon,Age not stated,Number,
Births,2017,Roscommon,All ages,Number,763
Births,2017,Boyle,Under 20 years,Number,
Births,2017,Boyle,20 - 24 years,Number,2
Births,2017,Boyle,25 - 29 years,Number,7
Births,2017,Boyle,30 - 34 years,Number,5
Births,2017,Boyle,35 - 39 years,Number,3
Births,2017,Boyle,40 - 44 years,Number,2
Births,2017,Boyle,45 years and over,Number,
Births,2017,Boyle,Age not stated,Number,
Births,2017,Boyle,All ages,Number,19
Births,2017,Rest of Co. Roscommon,Under 20 years,Number,16
Births,2017,Rest of Co. Roscommon,20 - 24 years,Number,52
Births,2017,Rest of Co. Roscommon,25 - 29 years,Number,116
Births,2017,Rest of Co. Roscommon,30 - 34 years,Number,266
Births,2017,Rest of Co. Roscommon,35 - 39 years,Number,245
Births,2017,Rest of Co. Roscommon,40 - 44 years,Number,46
Births,2017,Rest of Co. Roscommon,45 years and over,Number,3
Births,2017,Rest of Co. Roscommon,Age not stated,Number,
Births,2017,Rest of Co. Roscommon,All ages,Number,744
Births,2017,Sligo,Under 20 years,Number,13
Births,2017,Sligo,20 - 24 years,Number,70
Births,2017,Sligo,25 - 29 years,Number,132
Births,2017,Sligo,30 - 34 years,Number,238
Births,2017,Sligo,35 - 39 years,Number,229
Births,2017,Sligo,40 - 44 years,Number,57
Births,2017,Sligo,45 years and over,Number,3
Births,2017,Sligo,Age not stated,Number,
Births,2017,Sligo,All ages,Number,742
Births,2017,Sligo Borough,Under 20 years,Number,9
Births,2017,Sligo Borough,20 - 24 years,Number,31
Births,2017,Sligo Borough,25 - 29 years,Number,43
Births,2017,Sligo Borough,30 - 34 years,Number,60
Births,2017,Sligo Borough,35 - 39 years,Number,57
Births,2017,Sligo Borough,40 - 44 years,Number,14
Births,2017,Sligo Borough,45 years and over,Number,
Births,2017,Sligo Borough,Age not stated,Number,
Births,2017,Sligo Borough,All ages,Number,214
Births,2017,Rest of Co. Sligo,Under 20 years,Number,4
Births,2017,Rest of Co. Sligo,20 - 24 years,Number,39
Births,2017,Rest of Co. Sligo,25 - 29 years,Number,89
Births,2017,Rest of Co. Sligo,30 - 34 years,Number,178
Births,2017,Rest of Co. Sligo,35 - 39 years,Number,172
Births,2017,Rest of Co. Sligo,40 - 44 years,Number,43
Births,2017,Rest of Co. Sligo,45 years and over,Number,3
Births,2017,Rest of Co. Sligo,Age not stated,Number,
Births,2017,Rest of Co. Sligo,All ages,Number,528
Births,2017,Galway County,Under 20 years,Number,22
Births,2017,Galway County,20 - 24 years,Number,143
Births,2017,Galway County,25 - 29 years,Number,334
Births,2017,Galway County,30 - 34 years,Number,809
Births,2017,Galway County,35 - 39 years,Number,889
Births,2017,Galway County,40 - 44 years,Number,214
Births,2017,Galway County,45 years and over,Number,16
Births,2017,Galway County,Age not stated,Number,
Births,2017,Galway County,All ages,Number,2427
Births,2017,Ballinasloe Town,Under 20 years,Number,4
Births,2017,Ballinasloe Town,20 - 24 years,Number,19
Births,2017,Ballinasloe Town,25 - 29 years,Number,27
Births,2017,Ballinasloe Town,30 - 34 years,Number,37
Births,2017,Ballinasloe Town,35 - 39 years,Number,36
Births,2017,Ballinasloe Town,40 - 44 years,Number,6
Births,2017,Ballinasloe Town,45 years and over,Number,
Births,2017,Ballinasloe Town,Age not stated,Number,
Births,2017,Ballinasloe Town,All ages,Number,129
Births,2017,Loughrea,Under 20 years,Number,2
Births,2017,Loughrea,20 - 24 years,Number,12
Births,2017,Loughrea,25 - 29 years,Number,17
Births,2017,Loughrea,30 - 34 years,Number,43
Births,2017,Loughrea,35 - 39 years,Number,45
Births,2017,Loughrea,40 - 44 years,Number,11
Births,2017,Loughrea,45 years and over,Number,1
Births,2017,Loughrea,Age not stated,Number,
Births,2017,Loughrea,All ages,Number,131
Births,2017,Tuam,Under 20 years,Number,1
Births,2017,Tuam,20 - 24 years,Number,10
Births,2017,Tuam,25 - 29 years,Number,16
Births,2017,Tuam,30 - 34 years,Number,14
Births,2017,Tuam,35 - 39 years,Number,7
Births,2017,Tuam,40 - 44 years,Number,3
Births,2017,Tuam,45 years and over,Number,
Births,2017,Tuam,Age not stated,Number,
Births,2017,Tuam,All ages,Number,51
Births,2017,Rest of Co. Galway,Under 20 years,Number,15
Births,2017,Rest of Co. Galway,20 - 24 years,Number,102
Births,2017,Rest of Co. Galway,25 - 29 years,Number,274
Births,2017,Rest of Co. Galway,30 - 34 years,Number,715
Births,2017,Rest of Co. Galway,35 - 39 years,Number,801
Births,2017,Rest of Co. Galway,40 - 44 years,Number,194
Births,2017,Rest of Co. Galway,45 years and over,Number,15
Births,2017,Rest of Co. Galway,Age not stated,Number,
Births,2017,Rest of Co. Galway,All ages,Number,2116
Births,2017,Ulster (pt),Under 20 years,Number,71
Births,2017,Ulster (pt),20 - 24 years,Number,319
Births,2017,Ulster (pt),25 - 29 years,Number,774
Births,2017,Ulster (pt),30 - 34 years,Number,1349
Births,2017,Ulster (pt),35 - 39 years,Number,945
Births,2017,Ulster (pt),40 - 44 years,Number,179
Births,2017,Ulster (pt),45 years and over,Number,18
Births,2017,Ulster (pt),Age not stated,Number,
Births,2017,Ulster (pt),All ages,Number,3655
Births,2017,Cavan,Under 20 years,Number,19
Births,2017,Cavan,20 - 24 years,Number,101
Births,2017,Cavan,25 - 29 years,Number,200
Births,2017,Cavan,30 - 34 years,Number,418
Births,2017,Cavan,35 - 39 years,Number,256
Births,2017,Cavan,40 - 44 years,Number,47
Births,2017,Cavan,45 years and over,Number,10
Births,2017,Cavan,Age not stated,Number,
Births,2017,Cavan,All ages,Number,1051
Births,2017,Cavan Town,Under 20 years,Number,2
Births,2017,Cavan Town,20 - 24 years,Number,13
Births,2017,Cavan Town,25 - 29 years,Number,15
Births,2017,Cavan Town,30 - 34 years,Number,24
Births,2017,Cavan Town,35 - 39 years,Number,13
Births,2017,Cavan Town,40 - 44 years,Number,5
Births,2017,Cavan Town,45 years and over,Number,
Births,2017,Cavan Town,Age not stated,Number,
Births,2017,Cavan Town,All ages,Number,72
Births,2017,Belturbet,Under 20 years,Number,
Births,2017,Belturbet,20 - 24 years,Number,8
Births,2017,Belturbet,25 - 29 years,Number,8
Births,2017,Belturbet,30 - 34 years,Number,8
Births,2017,Belturbet,35 - 39 years,Number,10
Births,2017,Belturbet,40 - 44 years,Number,
Births,2017,Belturbet,45 years and over,Number,2
Births,2017,Belturbet,Age not stated,Number,
Births,2017,Belturbet,All ages,Number,36
Births,2017,Cootehill,Under 20 years,Number,2
Births,2017,Cootehill,20 - 24 years,Number,4
Births,2017,Cootehill,25 - 29 years,Number,3
Births,2017,Cootehill,30 - 34 years,Number,8
Births,2017,Cootehill,35 - 39 years,Number,6
Births,2017,Cootehill,40 - 44 years,Number,
Births,2017,Cootehill,45 years and over,Number,
Births,2017,Cootehill,Age not stated,Number,
Births,2017,Cootehill,All ages,Number,23
Births,2017,Rest of Co. Cavan,Under 20 years,Number,15
Births,2017,Rest of Co. Cavan,20 - 24 years,Number,76
Births,2017,Rest of Co. Cavan,25 - 29 years,Number,174
Births,2017,Rest of Co. Cavan,30 - 34 years,Number,378
Births,2017,Rest of Co. Cavan,35 - 39 years,Number,227
Births,2017,Rest of Co. Cavan,40 - 44 years,Number,42
Births,2017,Rest of Co. Cavan,45 years and over,Number,8
Births,2017,Rest of Co. Cavan,Age not stated,Number,
Births,2017,Rest of Co. Cavan,All ages,Number,920
Births,2017,Donegal,Under 20 years,Number,40
Births,2017,Donegal,20 - 24 years,Number,160
Births,2017,Donegal,25 - 29 years,Number,413
Births,2017,Donegal,30 - 34 years,Number,632
Births,2017,Donegal,35 - 39 years,Number,484
Births,2017,Donegal,40 - 44 years,Number,91
Births,2017,Donegal,45 years and over,Number,7
Births,2017,Donegal,Age not stated,Number,
Births,2017,Donegal,All ages,Number,1827
Births,2017,Buncrana Town,Under 20 years,Number,2
Births,2017,Buncrana Town,20 - 24 years,Number,5
Births,2017,Buncrana Town,25 - 29 years,Number,11
Births,2017,Buncrana Town,30 - 34 years,Number,16
Births,2017,Buncrana Town,35 - 39 years,Number,9
Births,2017,Buncrana Town,40 - 44 years,Number,1
Births,2017,Buncrana Town,45 years and over,Number,
Births,2017,Buncrana Town,Age not stated,Number,
Births,2017,Buncrana Town,All ages,Number,44
Births,2017,Bundoran Town,Under 20 years,Number,
Births,2017,Bundoran Town,20 - 24 years,Number,3
Births,2017,Bundoran Town,25 - 29 years,Number,5
Births,2017,Bundoran Town,30 - 34 years,Number,4
Births,2017,Bundoran Town,35 - 39 years,Number,7
Births,2017,Bundoran Town,40 - 44 years,Number,2
Births,2017,Bundoran Town,45 years and over,Number,
Births,2017,Bundoran Town,Age not stated,Number,
Births,2017,Bundoran Town,All ages,Number,21
Births,2017,Letterkenny Town,Under 20 years,Number,11
Births,2017,Letterkenny Town,20 - 24 years,Number,30
Births,2017,Letterkenny Town,25 - 29 years,Number,66
Births,2017,Letterkenny Town,30 - 34 years,Number,100
Births,2017,Letterkenny Town,35 - 39 years,Number,79
Births,2017,Letterkenny Town,40 - 44 years,Number,18
Births,2017,Letterkenny Town,45 years and over,Number,
Births,2017,Letterkenny Town,Age not stated,Number,
Births,2017,Letterkenny Town,All ages,Number,304
Births,2017,Ballyshannon,Under 20 years,Number,
Births,2017,Ballyshannon,20 - 24 years,Number,4
Births,2017,Ballyshannon,25 - 29 years,Number,5
Births,2017,Ballyshannon,30 - 34 years,Number,3
Births,2017,Ballyshannon,35 - 39 years,Number,3
Births,2017,Ballyshannon,40 - 44 years,Number,1
Births,2017,Ballyshannon,45 years and over,Number,
Births,2017,Ballyshannon,Age not stated,Number,
Births,2017,Ballyshannon,All ages,Number,16
Births,2017,Rest of Co. Donegal,Under 20 years,Number,27
Births,2017,Rest of Co. Donegal,20 - 24 years,Number,118
Births,2017,Rest of Co. Donegal,25 - 29 years,Number,326
Births,2017,Rest of Co. Donegal,30 - 34 years,Number,509
Births,2017,Rest of Co. Donegal,35 - 39 years,Number,386
Births,2017,Rest of Co. Donegal,40 - 44 years,Number,69
Births,2017,Rest of Co. Donegal,45 years and over,Number,7
Births,2017,Rest of Co. Donegal,Age not stated,Number,
Births,2017,Rest of Co. Donegal,All ages,Number,1442
Births,2017,Monaghan,Under 20 years,Number,12
Births,2017,Monaghan,20 - 24 years,Number,58
Births,2017,Monaghan,25 - 29 years,Number,161
Births,2017,Monaghan,30 - 34 years,Number,299
Births,2017,Monaghan,35 - 39 years,Number,205
Births,2017,Monaghan,40 - 44 years,Number,41
Births,2017,Monaghan,45 years and over,Number,1
Births,2017,Monaghan,Age not stated,Number,
Births,2017,Monaghan,All ages,Number,777
Births,2017,Carrickmacross Town,Under 20 years,Number,2
Births,2017,Carrickmacross Town,20 - 24 years,Number,1
Births,2017,Carrickmacross Town,25 - 29 years,Number,9
Births,2017,Carrickmacross Town,30 - 34 years,Number,15
Births,2017,Carrickmacross Town,35 - 39 years,Number,14
Births,2017,Carrickmacross Town,40 - 44 years,Number,3
Births,2017,Carrickmacross Town,45 years and over,Number,
Births,2017,Carrickmacross Town,Age not stated,Number,
Births,2017,Carrickmacross Town,All ages,Number,44
Births,2017,Castleblaney Town,Under 20 years,Number,1
Births,2017,Castleblaney Town,20 - 24 years,Number,2
Births,2017,Castleblaney Town,25 - 29 years,Number,4
Births,2017,Castleblaney Town,30 - 34 years,Number,4
Births,2017,Castleblaney Town,35 - 39 years,Number,4
Births,2017,Castleblaney Town,40 - 44 years,Number,2
Births,2017,Castleblaney Town,45 years and over,Number,
Births,2017,Castleblaney Town,Age not stated,Number,
Births,2017,Castleblaney Town,All ages,Number,17
Births,2017,Clones Town,Under 20 years,Number,2
Births,2017,Clones Town,20 - 24 years,Number,1
Births,2017,Clones Town,25 - 29 years,Number,6
Births,2017,Clones Town,30 - 34 years,Number,4
Births,2017,Clones Town,35 - 39 years,Number,3
Births,2017,Clones Town,40 - 44 years,Number,1
Births,2017,Clones Town,45 years and over,Number,
Births,2017,Clones Town,Age not stated,Number,
Births,2017,Clones Town,All ages,Number,17
Births,2017,Monaghan Town,Under 20 years,Number,2
Births,2017,Monaghan Town,20 - 24 years,Number,12
Births,2017,Monaghan Town,25 - 29 years,Number,36
Births,2017,Monaghan Town,30 - 34 years,Number,44
Births,2017,Monaghan Town,35 - 39 years,Number,23
Births,2017,Monaghan Town,40 - 44 years,Number,6
Births,2017,Monaghan Town,45 years and over,Number,
Births,2017,Monaghan Town,Age not stated,Number,
Births,2017,Monaghan Town,All ages,Number,123
Births,2017,Ballybay,Under 20 years,Number,
Births,2017,Ballybay,20 - 24 years,Number,1
Births,2017,Ballybay,25 - 29 years,Number,
Births,2017,Ballybay,30 - 34 years,Number,
Births,2017,Ballybay,35 - 39 years,Number,
Births,2017,Ballybay,40 - 44 years,Number,
Births,2017,Ballybay,45 years and over,Number,
Births,2017,Ballybay,Age not stated,Number,
Births,2017,Ballybay,All ages,Number,1
Births,2017,Rest of Co. Monaghan,Under 20 years,Number,5
Births,2017,Rest of Co. Monaghan,20 - 24 years,Number,41
Births,2017,Rest of Co. Monaghan,25 - 29 years,Number,106
Births,2017,Rest of Co. Monaghan,30 - 34 years,Number,232
Births,2017,Rest of Co. Monaghan,35 - 39 years,Number,161
Births,2017,Rest of Co. Monaghan,40 - 44 years,Number,29
Births,2017,Rest of Co. Monaghan,45 years and over,Number,1
Births,2017,Rest of Co. Monaghan,Age not stated,Number,
Births,2017,Rest of Co. Monaghan,All ages,Number,575
Births,2017,Towns and Boroughs,Under 20 years,Number,
Births,2017,Towns and Boroughs,20 - 24 years,Number,
Births,2017,Towns and Boroughs,25 - 29 years,Number,
Births,2017,Towns and Boroughs,30 - 34 years,Number,
Births,2017,Towns and Boroughs,35 - 39 years,Number,
Births,2017,Towns and Boroughs,40 - 44 years,Number,
Births,2017,Towns and Boroughs,45 years and over,Number,
Births,2017,Towns and Boroughs,Age not stated,Number,
Births,2017,Towns and Boroughs,All ages,Number,
Births,2017,Outside the State,Under 20 years,Number,1
Births,2017,Outside the State,20 - 24 years,Number,
Births,2017,Outside the State,25 - 29 years,Number,2
